Tanggal,Produk,Jumlah,Harga,Total Harga,Satuan
2025-03-30,Indomilk fc,56,130000,7280000,DUS
2025-03-31,Indomilk fc,58,130000,7540000,DUS
2025-04-01,Indomilk fc,58,130000,7540000,DUS
2025-04-02,Indomilk fc,84,130000,10920000,DUS
2025-04-03,Indomilk fc,97,130000,12610000,DUS
2025-04-04,Indomilk fc,115,130000,14950000,DUS
2025-04-05,Indomilk fc,,130000,,DUS
2025-04-06,Indomilk fc,52,130000,6760000,DUS
2025-04-07,Indomilk fc,48,130000,6240000,DUS
2025-04-08,Indomilk fc,69,130000,8970000,DUS
2025-04-09,Indomilk fc,88,130000,11440000,DUS
2025-04-10,Indomilk fc,108,130000,14040000,DUS
2025-04-11,Indomilk fc,110,130000,14300000,DUS
2025-04-12,Indomilk fc,89,130000,11570000,DUS
2025-04-13,Indomilk fc,51,130000,6630000,DUS
2025-04-14,Indomilk fc,51,130000,6630000,DUS
2025-04-15,Indomilk fc,62,130000,8060000,DUS
2025-04-16,Indomilk fc,75,130000,9750000,DUS
2025-04-17,Indomilk fc,91,130000,11830000,DUS
2025-04-18,Indomilk fc,,130000,,DUS
2025-04-19,Indomilk fc,98,130000,12740000,DUS
2025-04-20,Indomilk fc,52,130000,6760000,DUS
2025-04-21,Indomilk fc,53,130000,6890000,DUS
2025-04-22,Indomilk fc,66,130000,8580000,DUS
2025-04-23,Indomilk fc,,130000,,DUS
2025-04-24,Indomilk fc,,130000,,DUS
2025-04-25,Indomilk fc,,130000,,DUS
2025-04-26,Indomilk fc,,130000,,DUS
2025-04-27,Indomilk fc,60,130000,7800000,DUS
2025-04-28,Indomilk fc,,130000,,DUS
2025-04-29,Indomilk fc,,130000,,DUS
2025-04-30,Indomilk fc,96,130000,12480000,DUS
2025-05-01,Indomilk fc,90,130000,11700000,DUS
2025-05-02,Indomilk fc,115,130000,14950000,DUS
2025-05-03,Indomilk fc,93,130000,12090000,DUS
2025-05-04,Indomilk fc,,130000,,DUS
2025-05-05,Indomilk fc,51,130000,6630000,DUS
2025-05-06,Indomilk fc,68,130000,8840000,DUS
2025-05-07,Indomilk fc,86,130000,11180000,DUS
2025-05-08,Indomilk fc,95,130000,12350000,DUS
2025-05-09,Indomilk fc,118,130000,15340000,DUS
2025-05-10,Indomilk fc,,130000,,DUS
2025-05-11,Indomilk fc,59,130000,7670000,DUS
2025-05-12,Indomilk fc,,130000,,DUS
2025-05-13,Indomilk fc,66,130000,8580000,DUS
2025-05-14,Indomilk fc,79,130000,10270000,DUS
2025-05-15,Indomilk fc,98,130000,12740000,DUS
2025-05-16,Indomilk fc,113,130000,14690000,DUS
2025-05-17,Indomilk fc,103,130000,13390000,DUS
2025-05-18,Indomilk fc,54,130000,7020000,DUS
2025-05-19,Indomilk fc,,130000,,DUS
2025-05-20,Indomilk fc,67,130000,8710000,DUS
2025-05-21,Indomilk fc,87,130000,11310000,DUS
2025-05-22,Indomilk fc,,130000,,DUS
2025-05-23,Indomilk fc,113,130000,14690000,DUS
2025-05-24,Indomilk fc,,130000,,DUS
2025-05-25,Indomilk fc,66,130000,8580000,DUS
2025-05-26,Indomilk fc,72,130000,9360000,DUS
2025-05-27,Indomilk fc,72,130000,9360000,DUS
2025-05-28,Indomilk fc,95,130000,12350000,DUS
2025-05-29,Indomilk fc,114,130000,14820000,DUS
2025-05-30,Indomilk fc,120,130000,15600000,DUS
2025-05-31,Indomilk fc,114,130000,14820000,DUS
2025-06-01,Indomilk fc,56,130000,7280000,DUS
2025-06-02,Indomilk fc,53,130000,6890000,DUS
2025-06-03,Indomilk fc,,130000,,DUS
2025-06-04,Indomilk fc,86,130000,11180000,DUS
2025-06-05,Indomilk fc,98,130000,12740000,DUS
2025-06-06,Indomilk fc,114,130000,14820000,DUS
2025-06-07,Indomilk fc,100,130000,13000000,DUS
2025-06-08,Indomilk fc,,130000,,DUS
2025-06-09,Indomilk fc,54,130000,7020000,DUS
2025-06-10,Indomilk fc,65,130000,8450000,DUS
2025-06-11,Indomilk fc,88,130000,11440000,DUS
2025-06-12,Indomilk fc,106,130000,13780000,DUS
2025-06-13,Indomilk fc,118,130000,15340000,DUS
2025-06-14,Indomilk fc,98,130000,12740000,DUS
2025-06-15,Indomilk fc,58,130000,7540000,DUS
2025-06-16,Indomilk fc,53,130000,6890000,DUS
2025-06-17,Indomilk fc,,130000,,DUS
2025-06-18,Indomilk fc,,130000,,DUS
2025-06-19,Indomilk fc,105,130000,13650000,DUS
2025-06-20,Indomilk fc,120,130000,15600000,DUS
2025-06-21,Indomilk fc,104,130000,13520000,DUS
2025-06-22,Indomilk fc,55,130000,7150000,DUS
2025-06-23,Indomilk fc,50,130000,6500000,DUS
2025-06-24,Indomilk fc,63,130000,8190000,DUS
2025-06-25,Indomilk fc,101,130000,13130000,DUS
2025-06-26,Indomilk fc,116,130000,15080000,DUS
2025-06-27,Indomilk fc,,130000,,DUS
2025-06-28,Indomilk fc,106,130000,13780000,DUS
2025-06-29,Indomilk fc,61,130000,7930000,DUS
2025-06-30,Indomilk fc,,130000,,DUS
2025-07-01,Indomilk fc,,130000,,DUS
2025-07-02,Indomilk fc,,130000,,DUS
2025-07-03,Indomilk fc,101,130000,13130000,DUS
2025-07-04,Indomilk fc,,130000,,DUS
2025-07-05,Indomilk fc,,130000,,DUS
2025-07-06,Indomilk fc,55,130000,7150000,DUS
2025-07-07,Indomilk fc,52,130000,6760000,DUS
2025-07-08,Indomilk fc,72,130000,9360000,DUS
2025-07-09,Indomilk fc,88,130000,11440000,DUS
2025-07-10,Indomilk fc,100,130000,13000000,DUS
2025-07-11,Indomilk fc,115,130000,14950000,DUS
2025-07-12,Indomilk fc,102,130000,13260000,DUS
2025-07-13,Indomilk fc,63,130000,8190000,DUS
2025-07-14,Indomilk fc,68,130000,8840000,DUS
2025-07-15,Indomilk fc,70,130000,9100000,DUS
2025-07-16,Indomilk fc,88,130000,11440000,DUS
2025-07-17,Indomilk fc,101,130000,13130000,DUS
2025-07-18,Indomilk fc,120,130000,15600000,DUS
2025-07-19,Indomilk fc,102,130000,13260000,DUS
2025-07-20,Indomilk fc,48,130000,6240000,DUS
2025-07-21,Indomilk fc,,130000,,DUS
2025-07-22,Indomilk fc,66,130000,8580000,DUS
2025-07-23,Indomilk fc,,130000,,DUS
2025-07-24,Indomilk fc,101,130000,13130000,DUS
2025-07-25,Indomilk fc,120,130000,15600000,DUS
2025-07-26,Indomilk fc,120,130000,15600000,DUS
2025-07-27,Indomilk fc,,130000,,DUS
2025-07-28,Indomilk fc,75,130000,9750000,DUS
2025-07-29,Indomilk fc,79,130000,10270000,DUS
2025-07-30,Indomilk fc,95,130000,12350000,DUS
2025-07-31,Indomilk fc,107,130000,13910000,DUS
2025-08-01,Indomilk fc,112,130000,14560000,DUS
2025-08-02,Indomilk fc,,130000,,DUS
2025-08-03,Indomilk fc,50,130000,6500000,DUS
2025-08-04,Indomilk fc,47,130000,6110000,DUS
2025-08-05,Indomilk fc,64,130000,8320000,DUS
2025-08-06,Indomilk fc,80,130000,10400000,DUS
2025-08-07,Indomilk fc,102,130000,13260000,DUS
2025-08-08,Indomilk fc,117,130000,15210000,DUS
2025-08-09,Indomilk fc,98,130000,12740000,DUS
2025-08-10,Indomilk fc,46,130000,5980000,DUS
2025-08-11,Indomilk fc,52,130000,6760000,DUS
2025-08-12,Indomilk fc,64,130000,8320000,DUS
2025-08-13,Indomilk fc,,130000,,DUS
2025-08-14,Indomilk fc,100,130000,13000000,DUS
2025-08-15,Indomilk fc,113,130000,14690000,DUS
2025-08-16,Indomilk fc,99,130000,12870000,DUS
2025-08-17,Indomilk fc,50,130000,6500000,DUS
2025-08-18,Indomilk fc,,130000,,DUS
2025-08-19,Indomilk fc,61,130000,7930000,DUS
2025-08-20,Indomilk fc,,130000,,DUS
2025-08-21,Indomilk fc,100,130000,13000000,DUS
2025-08-22,Indomilk fc,109,130000,14170000,DUS
2025-08-23,Indomilk fc,99,130000,12870000,DUS
2025-08-24,Indomilk fc,47,130000,6110000,DUS
2025-08-25,Indomilk fc,,130000,,DUS
2025-08-26,Indomilk fc,74,130000,9620000,DUS
2025-08-27,Indomilk fc,89,130000,11570000,DUS
2025-08-28,Indomilk fc,108,130000,14040000,DUS
2025-08-29,Indomilk fc,120,130000,15600000,DUS
2025-08-30,Indomilk fc,105,130000,13650000,DUS
2025-08-31,Indomilk fc,57,130000,7410000,DUS
2025-09-01,Indomilk fc,47,130000,6110000,DUS
2025-09-02,Indomilk fc,58,130000,7540000,DUS
2025-09-03,Indomilk fc,81,130000,10530000,DUS
2025-09-04,Indomilk fc,93,130000,12090000,DUS
2025-09-05,Indomilk fc,115,130000,14950000,DUS
2025-09-06,Indomilk fc,,130000,,DUS
2025-09-07,Indomilk fc,44,130000,5720000,DUS
2025-09-08,Indomilk fc,,130000,,DUS
2025-09-09,Indomilk fc,59,130000,7670000,DUS
2025-09-10,Indomilk fc,77,130000,10010000,DUS
2025-09-11,Indomilk fc,90,130000,11700000,DUS
2025-09-12,Indomilk fc,110,130000,14300000,DUS
2025-09-13,Indomilk fc,93,130000,12090000,DUS
2025-09-14,Indomilk fc,,130000,,DUS
2025-09-15,Indomilk fc,,130000,,DUS
2025-09-16,Indomilk fc,58,130000,7540000,DUS
2025-09-17,Indomilk fc,78,130000,10140000,DUS
2025-09-18,Indomilk fc,,130000,,DUS
2025-09-19,Indomilk fc,103,130000,13390000,DUS
2025-09-20,Indomilk fc,,130000,,DUS
2025-09-21,Indomilk fc,45,130000,5850000,DUS
2025-09-22,Indomilk fc,49,130000,6370000,DUS
2025-09-23,Indomilk fc,61,130000,7930000,DUS
2025-09-24,Indomilk fc,78,130000,10140000,DUS
2025-09-25,Indomilk fc,103,130000,13390000,DUS
2025-09-26,Indomilk fc,120,130000,15600000,DUS
2025-09-27,Indomilk fc,105,130000,13650000,DUS
2025-09-28,Indomilk fc,57,130000,7410000,DUS
2025-09-29,Indomilk fc,62,130000,8060000,DUS
2025-09-30,Indomilk fc,76,130000,9880000,DUS
2025-10-01,Indomilk fc,,130000,,DUS
2025-10-02,Indomilk fc,87,130000,11310000,DUS
2025-10-03,Indomilk fc,103,130000,13390000,DUS
2025-10-04,Indomilk fc,92,130000,11960000,DUS
2025-10-05,Indomilk fc,39,130000,5070000,DUS
2025-10-06,Indomilk fc,,130000,,DUS
2025-10-07,Indomilk fc,57,130000,7410000,DUS
2025-10-08,Indomilk fc,78,130000,10140000,DUS
2025-10-09,Indomilk fc,,130000,,DUS
2025-10-10,Indomilk fc,109,130000,14170000,DUS
2025-10-11,Indomilk fc,,130000,,DUS
2025-10-12,Indomilk fc,46,130000,5980000,DUS
2025-10-13,Indomilk fc,45,130000,5850000,DUS
2025-10-14,Indomilk fc,53,130000,6890000,DUS
2025-10-15,Indomilk fc,69,130000,8970000,DUS
2025-10-16,Indomilk fc,,130000,,DUS
2025-10-17,Indomilk fc,106,130000,13780000,DUS
2025-10-18,Indomilk fc,88,130000,11440000,DUS
2025-10-19,Indomilk fc,,130000,,DUS
2025-10-20,Indomilk fc,43,130000,5590000,DUS
2025-10-21,Indomilk fc,,130000,,DUS
2025-10-22,Indomilk fc,,130000,,DUS
2025-10-23,Indomilk fc,90,130000,11700000,DUS
2025-10-24,Indomilk fc,106,130000,13780000,DUS
2025-10-25,Indomilk fc,99,130000,12870000,DUS
2025-10-26,Indomilk fc,54,130000,7020000,DUS
2025-10-27,Indomilk fc,55,130000,7150000,DUS
2025-10-28,Indomilk fc,70,130000,9100000,DUS
2025-10-29,Indomilk fc,84,130000,10920000,DUS
2025-10-30,Indomilk fc,101,130000,13130000,DUS
2025-10-31,Indomilk fc,116,130000,15080000,DUS
2025-11-01,Indomilk fc,90,130000,11700000,DUS
2025-11-02,Indomilk fc,43,130000,5590000,DUS
2025-11-03,Indomilk fc,,130000,,DUS
2025-11-04,Indomilk fc,59,130000,7670000,DUS
2025-11-05,Indomilk fc,79,130000,10270000,DUS
2025-11-06,Indomilk fc,89,130000,11570000,DUS
2025-11-07,Indomilk fc,,130000,,DUS
2025-11-08,Indomilk fc,92,130000,11960000,DUS
2025-11-09,Indomilk fc,40,130000,5200000,DUS
2025-11-10,Indomilk fc,42,130000,5460000,DUS
2025-11-11,Indomilk fc,,130000,,DUS
2025-11-12,Indomilk fc,,130000,,DUS
2025-11-13,Indomilk fc,80,130000,10400000,DUS
2025-11-14,Indomilk fc,106,130000,13780000,DUS
2025-11-15,Indomilk fc,,130000,,DUS
2025-11-16,Indomilk fc,38,130000,4940000,DUS
2025-11-17,Indomilk fc,39,130000,5070000,DUS
2025-11-18,Indomilk fc,,130000,,DUS
2025-11-19,Indomilk fc,73,130000,9490000,DUS
2025-11-20,Indomilk fc,85,130000,11050000,DUS
2025-11-21,Indomilk fc,,130000,,DUS
2025-11-22,Indomilk fc,88,130000,11440000,DUS
2025-11-23,Indomilk fc,44,130000,5720000,DUS
2025-11-24,Indomilk fc,42,130000,5460000,DUS
2025-11-25,Indomilk fc,67,130000,8710000,DUS
2025-11-26,Indomilk fc,83,130000,10790000,DUS
2025-11-27,Indomilk fc,98,130000,12740000,DUS
2025-11-28,Indomilk fc,,130000,,DUS
2025-11-29,Indomilk fc,101,130000,13130000,DUS
2025-11-30,Indomilk fc,55,130000,7150000,DUS
2025-12-01,Indomilk fc,42,130000,5460000,DUS
2025-12-02,Indomilk fc,54,130000,7020000,DUS
2025-12-03,Indomilk fc,75,130000,9750000,DUS
2025-12-04,Indomilk fc,90,130000,11700000,DUS
2025-12-05,Indomilk fc,,130000,,DUS
2025-12-06,Indomilk fc,85,130000,11050000,DUS
2025-12-07,Indomilk fc,42,130000,5460000,DUS
2025-12-08,Indomilk fc,39,130000,5070000,DUS
2025-12-09,Indomilk fc,,130000,,DUS
2025-12-10,Indomilk fc,74,130000,9620000,DUS
2025-12-11,Indomilk fc,,130000,,DUS
2025-12-12,Indomilk fc,,130000,,DUS
2025-12-13,Indomilk fc,93,130000,12090000,DUS
2025-12-14,Indomilk fc,40,130000,5200000,DUS
2025-12-15,Indomilk fc,,130000,,DUS
2025-12-16,Indomilk fc,58,130000,7540000,DUS
2025-12-17,Indomilk fc,79,130000,10270000,DUS
2025-12-18,Indomilk fc,92,130000,11960000,DUS
2025-12-19,Indomilk fc,105,130000,13650000,DUS
2025-12-20,Indomilk fc,89,130000,11570000,DUS
2025-12-21,Indomilk fc,41,130000,5330000,DUS
2025-12-22,Indomilk fc,40,130000,5200000,DUS
2025-12-23,Indomilk fc,53,130000,6890000,DUS
2025-12-24,Indomilk fc,,130000,,DUS
2025-12-25,Indomilk fc,103,130000,13390000,DUS
2025-12-26,Indomilk fc,116,130000,15080000,DUS
2025-12-27,Indomilk fc,98,130000,12740000,DUS
2025-12-28,Indomilk fc,54,130000,7020000,DUS
2025-12-29,Indomilk fc,53,130000,6890000,DUS
2025-12-30,Indomilk fc,,130000,,DUS
2025-12-31,Indomilk fc,85,130000,11050000,DUS
2026-01-01,Indomilk fc,,130000,,DUS
2026-01-02,Indomilk fc,108,130000,14040000,DUS
2026-01-03,Indomilk fc,,130000,,DUS
2026-01-04,Indomilk fc,47,130000,6110000,DUS
2026-01-05,Indomilk fc,41,130000,5330000,DUS
2026-01-06,Indomilk fc,53,130000,6890000,DUS
2026-01-07,Indomilk fc,,130000,,DUS
2026-01-08,Indomilk fc,90,130000,11700000,DUS
2026-01-09,Indomilk fc,106,130000,13780000,DUS
2026-01-10,Indomilk fc,,130000,,DUS
2026-01-11,Indomilk fc,,130000,,DUS
2026-01-12,Indomilk fc,47,130000,6110000,DUS
2026-01-13,Indomilk fc,,130000,,DUS
2026-01-14,Indomilk fc,77,130000,10010000,DUS
2026-01-15,Indomilk fc,90,130000,11700000,DUS
2026-01-16,Indomilk fc,104,130000,13520000,DUS
